0.81472,0
0.90579,0
0.12699,0
0.91338,0
0.63236,0
0.09754,0
0.2785,0
0.54688,0
0.95751,0
0.96489,0
0.15761,0
0.97059,0
0.95717,0
0.48538,0
0.80028,0
0.14189,0
0.42176,0
0.91574,0
0.79221,0
0.95949,0
0.65574,0
0.035712,0
0.84913,0
0.93399,0
0.67874,0
0.75774,0
0.74313,0
0.39223,0
0.65548,0
0.17119,0
0.70605,0
0.031833,0
0.27692,0
0.046171,0
0.097132,0
0.82346,0
0.69483,0
0.3171,0
0.95022,0
0.034446,0
0.43874,0
0.38156,0
0.76552,0
0.7952,0
0.18687,0
0.48976,0
0.44559,0
0.64631,0
0.70936,0
0.75469,0
